model	length
AT3G55677.1	166
AT3G53540.1	925
AT3G23170.1	108
AT3G16570.1	139
AT3G14400.1	662
AT3G52960.1	235
AT3G14970.1	221
AT3G52070.1	115
AT3G52070.2	114
AT3G52970.2	531
AT3G52970.1	517
AT3G18840.2	679
AT3G21260.3	234
AT3G21260.2	150
AT3G21260.1	145
AT3G49950.1	411
AT3G03690.1	379
AT3G18110.1	1441
AT3G16650.1	480
AT3G16590.1	375
AT3G55590.1	365
AT3G19430.1	560
AT3G20690.1	371
AT3G09200.1	321
AT3G09200.2	288
AT3G03120.1	193
AT3G04360.1	392
AT3G10845.1	424
AT3G12920.1	336
AT3G57950.1	182
AT3G58420.1	295
AT3G12010.1	683
AT3G53490.1	226
AT3G02040.1	362
AT3G50682.1	43
AT3G09650.1	779
AT3G19660.1	65
AT3G56390.1	79
AT3G15840.1	269
AT3G15840.3	269
AT3G15840.2	266
AT3G15840.5	249
AT3G15840.4	215
AT3G49360.1	260
AT3G25670.1	476
AT3G01660.1	274
AT3G50000.1	404
AT3G58820.1	414
AT3G19420.1	612
AT3G13870.1	803
AT3G13870.2	739
AT3G28270.1	375
AT3G28270.2	375
AT3G59150.1	510
AT3G60030.1	928
AT3G04990.1	228
AT3G25440.1	445
AT3G25440.2	381
AT3G14010.1	596
AT3G14010.2	596
AT3G14010.3	596
AT3G14010.4	550
AT3G29810.1	442
AT3G16117.1	56
AT3G46613.1	145
AT3G29690.1	181
AT3G46840.1	739
AT3G10410.1	517
AT3G25545.1	268
AT3G58710.1	273
AT3G58710.2	272
AT3G59810.1	92
AT3G20910.1	304
AT3G23255.2	226
AT3G23255.1	225
AT3G06370.1	504
AT3G29100.1	196
AT3G29100.2	168
AT3G27410.1	133
AT3G20700.1	327
AT3G58810.1	433
AT3G58810.2	394
AT3G30805.1	167
AT3G07980.1	1368
AT3G26932.1	360
AT3G26932.2	360
AT3G05640.1	359
AT3G05640.2	359
AT3G54460.1	1379
AT3G30842.1	1407
AT3G55140.1	332
AT3G55140.2	308
AT3G18130.1	327
AT3G28330.1	350
AT3G51915.1	61
AT3G55460.1	263
AT3G26880.1	134
AT3G24440.1	603
AT3G21680.1	120
AT3G27500.1	693
AT3G06730.1	184
AT3G60010.1	155
AT3G02800.1	204
AT3G24510.1	87
AT3G47620.1	490
AT3G59990.1	440
AT3G59990.2	440
AT3G59990.3	440
AT3G59990.4	440
AT3G47400.1	595
AT3G57980.1	633
AT3G20970.1	284
AT3G20970.2	223
AT3G58390.1	396
AT3G60380.1	744
AT3G58440.1	602
AT3G01185.1	149
AT3G23171.1	48
AT3G61500.2	317
AT3G61500.1	282
AT3G61190.1	193
AT3G61190.2	179
AT3G19330.1	383
AT3G19330.2	350
AT3G19330.3	346
AT3G14240.1	776
AT3G25190.1	220
AT3G26360.1	102
AT3G28590.1	80
AT3G17720.1	195
AT3G24240.1	1142
AT3G15010.1	405
AT3G15010.2	405
AT3G06290.1	1698
AT3G29830.1	465
AT3G45285.1	112
AT3G44091.1	40
AT3G46560.1	94
AT3G54910.1	374
AT3G54910.2	374
AT3G54910.3	374
AT3G50840.1	570
AT3G48580.1	278
AT3G48580.2	258
AT3G51171.1	257
AT3G54070.1	575
AT3G50740.1	488
AT3G19600.1	303
AT3G32180.1	101
AT3G60100.1	465
AT3G17440.1	270
AT3G17440.2	217
AT3G10350.2	434
AT3G10350.1	412
AT3G58310.1	259
AT3G18770.1	626
AT3G13410.1	322
AT3G46086.1	39
AT3G17030.1	669
AT3G42570.1	151
AT3G21400.1	189
AT3G32030.1	605
AT3G12145.1	326
AT3G52360.1	87
AT3G03310.1	448
AT3G01080.1	424
AT3G24880.1	1958
AT3G60190.1	625
AT3G48900.2	601
AT3G48900.1	537
AT3G51644.1	47
AT3G60400.1	559
AT3G21465.1	389
AT3G21465.2	313
AT3G49990.1	503
AT3G51700.1	345
AT3G21371.1	69
AT3G55580.1	489
AT3G60450.1	275
AT3G17790.1	339
AT3G52520.1	134
AT3G63480.1	470
AT3G63480.2	466
AT3G06530.2	2200
AT3G06530.1	2198
AT3G06530.3	2189
AT3G56020.1	26
AT3G49250.1	421
AT3G07770.1	800
AT3G17040.1	653
AT3G17040.2	619
AT3G23110.1	836
AT3G17010.1	303
AT3G03180.1	141
AT3G59160.1	465
AT3G30380.1	400
AT3G30380.2	378
AT3G42786.1	260
AT3G25655.1	87
AT3G63300.1	499
AT3G63300.2	383
AT3G57560.1	348
AT3G20320.1	382
AT3G20320.2	283
AT3G56410.2	1536
AT3G56410.1	1489
AT3G44718.1	68
AT3G04010.1	492
AT3G49230.1	62
AT3G51190.1	261
AT3G60410.1	325
AT3G60410.2	325
AT3G60410.3	325
AT3G12430.1	239
AT3G61630.1	316
AT3G02270.1	677
AT3G20930.1	375
AT3G42770.1	533
AT3G58750.1	515
AT3G19400.1	363
AT3G19400.2	291
AT3G12340.1	500
AT3G20600.1	220
AT3G19450.1	366
AT3G08650.2	620
AT3G08650.1	596
AT3G48231.1	81
AT3G53770.1	125
AT3G53770.2	124
AT3G61150.1	809
AT3G01331.1	100
AT3G11540.1	915
AT3G11540.2	733
AT3G12970.1	382
AT3G19840.1	836
AT3G14080.1	129
AT3G14080.2	129
AT3G11720.3	597
AT3G11720.1	543
AT3G11720.2	543
AT3G49055.1	481
AT3G02990.1	469
AT3G28700.1	472
AT3G28700.2	472
AT3G11760.1	703
AT3G61980.1	118
AT3G26130.1	552
AT3G26550.1	682
AT3G28220.1	371
AT3G17780.1	130
AT3G20400.1	104
AT3G14020.1	309
AT3G49180.1	439
AT3G51450.1	372
AT3G52050.3	449
AT3G52050.1	426
AT3G52050.2	426
AT3G52050.4	414
AT3G52050.5	366
AT3G15115.1	340
AT3G02885.1	98
AT3G55550.1	685
AT3G47630.2	333
AT3G47630.1	321
AT3G45940.1	869
AT3G33530.3	1377
AT3G33530.2	1359
AT3G33530.1	1346
AT3G47610.1	409
AT3G23100.1	265
AT3G23100.2	265
AT3G19274.1	51
AT3G18210.1	395
AT3G18210.2	395
AT3G01410.1	295
AT3G01410.2	295
AT3G16530.1	277
AT3G19050.1	2772
AT3G05720.1	529
AT3G05930.1	220
AT3G05320.1	446
AT3G56760.1	578
AT3G62940.2	333
AT3G62940.3	333
AT3G62940.1	317
AT3G52370.1	437
AT3G23850.1	75
AT3G21980.1	226
AT3G20620.1	392
AT3G13340.1	448
AT3G13340.2	448
AT3G07060.1	775
AT3G32896.1	161
AT3G07570.1	370
AT3G15370.1	253
AT3G47110.1	1026
AT3G31350.1	167
AT3G11430.1	503
AT3G56210.5	194
AT3G56210.1	192
AT3G56210.2	192
AT3G56210.4	192
AT3G55605.1	259
AT3G08636.1	60
AT3G48300.1	484
AT3G32904.1	331
AT3G04290.1	367
AT3G59190.1	389
AT3G09320.1	287
AT3G08930.1	510
AT3G54140.1	571
AT3G02720.1	389
AT3G11150.1	372
AT3G03540.1	522
AT3G15180.2	552
AT3G15180.1	520
AT3G09940.1	442
AT3G09940.2	434
AT3G24520.1	331
AT3G60840.1	649
AT3G51350.1	529
AT3G51860.1	460
AT3G44350.2	242
AT3G44350.1	229
AT3G29080.1	446
AT3G43153.1	170
AT3G23010.1	596
AT3G57390.1	257
AT3G57390.2	196
AT3G45560.1	504
AT3G62390.1	476
AT3G17390.1	394
AT3G54760.1	793
AT3G54760.2	762
AT3G02860.2	314
AT3G02860.1	313
AT3G27240.1	308
AT3G27700.1	909
AT3G27700.2	909
AT3G58550.1	178
AT3G45400.1	476
AT3G42628.1	46
AT3G60120.1	541
AT3G53640.1	643
AT3G11210.1	257
AT3G21820.1	474
AT3G27160.1	184
AT3G46720.1	448
AT3G04997.1	44
AT3G23260.1	363
AT3G07620.1	471
AT3G63260.1	392
AT3G63260.2	345
AT3G27640.1	536
AT3G14120.1	1102
AT3G14120.3	1099
AT3G14120.2	1078
AT3G07070.1	415
AT3G01240.1	131
AT3G26180.1	503
AT3G26180.2	369
AT3G27925.1	440
AT3G43860.1	487
AT3G44170.1	156
AT3G10360.1	1004
AT3G07565.4	269
AT3G07565.3	260
AT3G07565.1	259
AT3G07565.2	193
AT3G43880.1	88
AT3G23920.1	576
AT3G21610.1	175
AT3G21610.2	123
AT3G09020.1	412
AT3G44100.1	153
AT3G01480.1	438
AT3G01480.2	356
AT3G56320.1	604
AT3G05790.1	943
AT3G48195.1	939
AT3G06455.1	346
AT3G51960.2	229
AT3G51960.1	228
AT3G11130.1	1706
AT3G19100.1	600
AT3G45030.1	125
AT3G09520.1	629
AT3G61160.2	439
AT3G61160.1	432
AT3G06830.1	569
AT3G43980.1	57
AT3G12610.1	373
AT3G15050.1	260
AT3G22800.1	471
AT3G25540.1	311
AT3G18680.1	340
AT3G15570.1	453
AT3G58360.1	299
AT3G23590.1	1310
AT3G43410.1	123
AT3G28958.1	176
AT3G02125.1	356
AT3G25120.1	190
AT3G45610.1	246
AT3G27328.1	51
AT3G13830.1	378
AT3G13290.1	1341
AT3G46570.1	357
AT3G44490.1	159
AT3G07730.1	474
AT3G57540.1	297
AT3G10140.1	390
AT3G42180.1	471
AT3G42180.3	158
AT3G52302.1	33
AT3G61571.1	54
AT3G27770.1	316
AT3G27770.2	273
AT3G17640.1	397
AT3G21510.1	155
AT3G27720.1	494
AT3G60060.1	155
AT3G56970.1	254
AT3G21710.2	212
AT3G21710.1	176
AT3G51660.1	113
AT3G61100.1	167
AT3G61440.1	369
AT3G61440.2	273
AT3G61440.3	248
AT3G13710.1	189
AT3G53960.1	603
AT3G58030.1	437
AT3G58030.2	437
AT3G58030.3	437
AT3G58030.4	437
AT3G61770.1	285
AT3G01880.1	593
AT3G18790.1	301
AT3G50050.1	633
AT3G08960.1	1011
AT3G43220.1	819
AT3G43220.2	722
AT3G50240.1	1052
AT3G09960.1	312
AT3G54700.1	536
AT3G28321.1	48
AT3G24503.1	502
AT3G24310.1	270
AT3G02460.1	354
AT3G02460.2	334
AT3G20898.1	109
AT3G29797.1	157
AT3G57300.2	1541
AT3G57300.1	1508
AT3G55240.1	96
AT3G24516.1	63
AT3G23410.1	747
AT3G46210.1	240
AT3G46210.2	240
AT3G46210.3	240
AT3G46210.4	240
AT3G46210.5	240
AT3G46210.6	240
AT3G25170.1	77
AT3G08720.1	472
AT3G08720.2	472
AT3G26934.1	154
AT3G59980.1	274
AT3G06200.1	283
AT3G20550.1	315
AT3G55515.1	80
AT3G32100.1	80
AT3G22430.1	511
AT3G62330.1	480
AT3G19470.1	383
AT3G19470.2	383
AT3G13275.1	70
AT3G17060.1	345
AT3G46360.1	198
AT3G15530.1	289
AT3G15530.2	289
AT3G55750.1	112
AT3G49200.1	508
AT3G20380.1	376
AT3G04250.1	293
AT3G66654.1	237
AT3G66654.2	237
AT3G66654.3	237
AT3G60860.1	1794
AT3G45590.1	238
AT3G45590.2	238
AT3G26640.1	347
AT3G26147.1	56
AT3G05020.1	138
AT3G60940.1	258
AT3G02920.2	299
AT3G02920.1	279
AT3G20870.1	277
AT3G03580.1	883
AT3G14550.1	361
AT3G33293.1	146
AT3G22370.1	355
AT3G63088.1	49
AT3G46110.1	344
AT3G46110.2	312
AT3G18750.1	568
AT3G18750.3	568
AT3G18750.2	501
AT3G48440.1	449
AT3G03080.1	351
AT3G62990.1	135
AT3G53890.1	83
AT3G53890.2	83
AT3G51150.2	1055
AT3G51150.1	1053
AT3G46620.1	396
AT3G57990.1	368
AT3G25520.1	302
AT3G25520.2	191
AT3G05680.2	2153
AT3G05680.1	2139
AT3G49570.1	98
AT3G47530.1	592
AT3G46020.1	103
AT3G62770.1	426
AT3G62770.3	397
AT3G05270.1	616
AT3G05270.2	616
AT3G57760.1	379
AT3G57760.2	379
AT3G57760.3	379
AT3G29195.1	56
AT3G26511.1	33
AT3G50260.1	154
AT3G52880.2	467
AT3G52880.1	435
AT3G10330.1	313
AT3G01260.1	427
AT3G23490.1	169
AT3G09400.1	651
AT3G09400.2	641
AT3G54320.1	439
AT3G54320.3	431
AT3G54320.2	357
AT3G22960.1	597
AT3G27800.1	59
AT3G23810.1	486
AT3G49190.1	523
AT3G44300.1	340
AT3G59550.1	694
AT3G10690.1	951
AT3G61010.2	461
AT3G61010.1	428
AT3G26290.1	501
AT3G48590.1	235
AT3G60760.1	123
AT3G12080.1	664
AT3G12080.2	588
AT3G26370.1	558
AT3G44960.1	208
AT3G45740.1	377
AT3G19490.1	577
AT3G19240.1	649
AT3G18390.1	849
AT3G48280.1	491
AT3G04420.1	343
AT3G04420.2	341
AT3G05350.1	711
AT3G18550.1	434
AT3G18550.2	430
AT3G02470.1	367
AT3G02470.3	367
AT3G02470.4	367
AT3G18170.1	385
AT3G54050.1	418
AT3G54050.2	418
AT3G07050.1	583
AT3G18050.1	336
AT3G11650.1	241
AT3G26616.1	142
AT3G54450.1	556
AT3G51370.1	380
AT3G51370.2	295
AT3G03950.3	429
AT3G03950.1	426
AT3G03950.2	425
AT3G22942.1	101
AT3G63052.1	67
AT3G29633.1	32
AT3G29770.1	391
AT3G11470.1	301
AT3G11470.2	301
AT3G11470.3	232
AT3G23290.2	196
AT3G53990.1	161
AT3G53990.2	127
AT3G12900.1	358
AT3G16130.1	577
AT3G61117.1	43
AT3G44680.1	427
AT3G13210.1	658
AT3G03890.1	322
AT3G03890.2	306
AT3G29410.1	604
AT3G58050.1	1210
AT3G24890.2	125
AT3G24890.1	75
AT3G10650.1	1310
AT3G61230.1	214
AT3G42310.1	82
AT3G61090.1	181
AT3G25590.1	424
AT3G24070.1	263
AT3G13740.1	248
AT3G13740.2	242
AT3G04920.1	134
AT3G19410.1	374
AT3G06640.1	731
AT3G58170.1	123
AT3G04070.1	360
AT3G04070.2	344
AT3G12060.1	557
AT3G13610.1	362
AT3G30720.1	60
AT3G23220.1	140
AT3G10120.1	174
AT3G28600.1	478
AT3G20580.1	673
AT3G50850.1	252
AT3G13200.1	231
AT3G54680.1	212
AT3G50960.1	231
AT3G45190.1	790
AT3G10220.1	244
AT3G07870.1	418
AT3G44540.1	494
AT3G44540.2	434
AT3G43833.1	227
AT3G44340.1	1097
AT3G44340.2	1070
AT3G59170.1	474
AT3G13920.2	416
AT3G13920.1	413
AT3G13920.4	408
AT3G13920.3	403
AT3G45300.1	410
AT3G61389.1	40
AT3G59600.1	147
AT3G48000.1	539
AT3G61550.1	213
AT3G60570.1	253
AT3G28243.1	38
AT3G11220.2	374
AT3G11220.1	356
AT3G26210.1	502
AT3G60790.1	489
AT3G06540.1	564
AT3G10930.1	102
AT3G28450.1	606
AT3G50180.1	589
AT3G43340.1	75
AT3G07480.1	160
AT3G27210.1	235
AT3G08900.1	363
AT3G61900.1	137
AT3G47660.1	955
AT3G14130.1	364
AT3G61035.1	341
AT3G16670.1	155
AT3G12260.1	134
AT3G29050.1	241
AT3G61470.1	258
AT3G16785.1	1097
AT3G19070.1	347
AT3G11440.1	554
AT3G21940.1	276
AT3G52350.1	181
AT3G12380.2	731
AT3G12380.1	725
AT3G17700.1	765
AT3G08820.1	686
AT3G53030.1	530
AT3G46050.1	371
AT3G17380.1	310
AT3G22330.1	617
AT3G51325.1	91
AT3G23380.1	194
AT3G15940.1	698
AT3G15940.2	698
AT3G49600.1	1068
AT3G18485.1	387
AT3G48780.1	490
AT3G57630.1	794
AT3G57630.2	792
AT3G25010.1	882
AT3G52115.1	589
AT3G10500.1	550
AT3G20810.2	430
AT3G20810.1	419
AT3G20810.3	399
AT3G18230.1	667
AT3G45242.1	26
AT3G44920.1	784
AT3G30387.1	116
AT3G10080.1	228
AT3G55130.1	726
AT3G24360.1	419
AT3G24360.2	415
AT3G45330.1	683
AT3G25040.1	216
AT3G60850.1	649
AT3G08620.1	284
AT3G45620.2	516
AT3G45620.1	482
AT3G07440.1	236
AT3G49645.1	221
AT3G46320.1	104
AT3G17550.1	297
AT3G50808.1	111
AT3G09870.1	114
AT3G26000.1	454
AT3G27425.1	106
AT3G47580.1	1012
AT3G06170.1	410
AT3G07540.1	842
AT3G54350.1	703
AT3G54350.2	703
AT3G54350.3	703
AT3G23640.1	992
AT3G23640.2	992
AT3G61600.1	562
AT3G61600.2	562
AT3G43574.1	70
AT3G54730.1	388
AT3G54730.4	159
AT3G54730.2	129
AT3G54730.3	123
AT3G25597.1	161
AT3G54340.1	233
AT3G13470.1	597
AT3G04520.1	356
AT3G04520.2	355
AT3G08870.1	694
AT3G28540.1	511
AT3G28540.2	509
AT3G51820.1	388
AT3G01085.1	630
AT3G52930.1	359
AT3G53120.1	218
AT3G59220.1	288
AT3G24515.1	410
AT3G17470.1	584
AT3G14330.1	711
AT3G19780.1	1060
AT3G19780.2	1059
AT3G03340.1	403
AT3G14170.1	506
AT3G03440.1	409
AT3G32160.1	149
AT3G15140.1	338
AT3G15080.1	276
AT3G12320.1	270
AT3G16730.1	684
AT3G08560.1	236
AT3G04390.1	80
AT3G43890.1	662
AT3G30530.1	174
AT3G06740.1	150
AT3G54560.1	137
AT3G14600.1	179
AT3G42960.1	273
AT3G54650.1	594
AT3G52820.1	435
AT3G12460.1	243
AT3G60647.1	66
AT3G27000.1	390
AT3G60245.1	93
AT3G58680.1	143
AT3G52660.1	472
AT3G52660.2	472
AT3G17450.1	878
AT3G03050.1	1146
AT3G43900.1	85
AT3G06860.1	726
AT3G12587.1	38
AT3G24870.1	1908
AT3G24870.2	1900
AT3G04970.1	398
AT3G04970.2	317
AT3G07170.1	204
AT3G55180.1	313
AT3G30520.1	398
AT3G51230.1	192
AT3G26660.1	122
AT3G46480.1	287
AT3G03160.1	131
AT3G19970.1	435
AT3G52740.1	141
AT3G18518.1	54
AT3G14470.1	1055
AT3G11700.1	463
AT3G53290.1	408
AT3G12240.1	437
AT3G49601.1	592
AT3G62300.2	724
AT3G62300.1	723
AT3G50290.1	274
AT3G03480.1	455
AT3G48131.1	44
AT3G54260.1	380
AT3G60130.1	515
AT3G60130.2	463
AT3G60130.3	452
AT3G27360.1	137
AT3G55810.1	493
AT3G27480.1	605
AT3G27480.2	423
AT3G29680.1	452
AT3G47600.1	334
AT3G46330.1	879
AT3G46200.1	312
AT3G14060.1	126
AT3G24180.1	951
AT3G24180.2	951
AT3G61680.1	650
AT3G17365.2	278
AT3G17365.1	240
AT3G10590.1	207
AT3G04670.1	331
AT3G04670.2	291
AT3G13130.1	202
AT3G58130.1	258
AT3G58130.2	258
AT3G19030.1	61
AT3G20240.1	349
AT3G17750.1	1139
AT3G02690.1	418
AT3G15534.1	69
AT3G02890.1	995
AT3G42390.1	127
AT3G10572.1	334
AT3G24840.1	580
AT3G46650.1	436
AT3G45790.1	377
AT3G13228.1	326
AT3G04720.1	213
AT3G44740.1	245
AT3G44990.1	294
AT3G14340.1	88
AT3G02490.1	666
AT3G18900.2	790
AT3G18900.3	766
AT3G18900.1	525
AT3G45670.1	380
AT3G46400.1	884
AT3G44980.1	171
AT3G23770.1	477
AT3G21110.1	412
AT3G21110.2	412
AT3G63230.2	156
AT3G63230.1	125
AT3G19170.1	1081
AT3G19170.2	1070
AT3G15790.1	255
AT3G43540.1	374
AT3G43540.2	302
AT3G13800.1	362
AT3G13800.2	280
AT3G43270.1	528
AT3G11170.1	447
AT3G15357.1	144
AT3G19340.1	488
AT3G19150.1	197
AT3G19150.2	177
AT3G25270.1	344
AT3G23350.1	282
AT3G13674.1	96
AT3G15578.1	61
AT3G63450.3	407
AT3G63450.1	405
AT3G63450.2	405
AT3G24350.2	362
AT3G24350.1	348
AT3G23190.1	217
AT3G52060.1	347
AT3G52060.2	347
AT3G10340.1	708
AT3G23130.1	205
AT3G53700.1	755
AT3G48420.1	320
AT3G01690.1	362
AT3G15920.1	756
AT3G53730.1	104
AT3G05727.1	81
AT3G22345.1	335
AT3G09530.1	638
AT3G01460.1	2177
AT3G57170.1	561
AT3G44280.1	109
AT3G05340.1	659
AT3G58430.1	536
AT3G51950.1	541
AT3G51950.2	541
AT3G28720.1	688
AT3G19300.1	664
AT3G19890.1	411
AT3G16080.1	96
AT3G18820.1	207
AT3G60220.1	335
AT3G13310.1	158
AT3G41762.1	110
AT3G48940.1	176
AT3G49000.1	524
AT3G62220.1	362
AT3G56720.3	450
AT3G56720.2	388
AT3G56720.1	387
AT3G13750.1	848
AT3G48410.1	386
AT3G07160.1	1891
AT3G20120.1	379
AT3G20120.2	379
AT3G28850.1	429
AT3G50160.1	504
AT3G19620.1	782
AT3G47010.1	610
AT3G47010.2	609
AT3G19370.1	705
AT3G19370.2	705
AT3G19370.3	705
AT3G06020.1	301
AT3G62930.1	103
AT3G17150.1	185
AT3G58290.1	283
AT3G58290.3	265
AT3G58290.2	186
AT3G53750.1	378
AT3G01710.1	392
AT3G01710.2	389
AT3G62180.1	216
AT3G11250.1	324
AT3G44810.1	449
AT3G01930.2	585
AT3G01930.1	472
AT3G14480.1	176
AT3G10050.1	593
AT3G18620.1	346
AT3G23030.1	175
AT3G13640.1	604
AT3G12500.1	336
AT3G03560.1	522
AT3G49350.1	540
AT3G21910.1	279
AT3G01800.1	268
AT3G61540.1	516
AT3G15358.1	145
AT3G50910.1	448
AT3G09310.1	171
AT3G52920.1	181
AT3G52920.2	178
AT3G51800.2	402
AT3G51800.1	393
AT3G51800.3	386
AT3G57000.1	299
AT3G10110.1	174
AT3G30770.1	604
AT3G26500.1	472
AT3G20520.1	730
AT3G10860.1	73
AT3G12120.1	384
AT3G12120.2	384
AT3G63110.1	337
AT3G13760.1	653
AT3G58220.2	454
AT3G58220.1	352
AT3G08762.1	59
AT3G23530.1	868
AT3G30725.1	112
AT3G52570.1	336
AT3G46860.1	86
AT3G50620.1	341
AT3G62690.1	258
AT3G04200.1	228
AT3G24506.1	150
AT3G11680.1	489
AT3G21250.2	1465
AT3G21250.1	1454
AT3G60110.1	642
AT3G47870.1	329
AT3G29230.1	601
AT3G51740.1	837
AT3G51390.1	341
AT3G17730.1	247
AT3G03626.1	43
AT3G52610.1	476
AT3G48720.1	431
AT3G16432.1	62
AT3G14452.1	39
AT3G15630.1	108
AT3G61380.1	719
AT3G58940.1	619
AT3G45440.1	670
AT3G02170.1	906
AT3G24860.1	311
AT3G02320.1	590
AT3G18660.2	660
AT3G18660.1	656
AT3G18660.3	655
AT3G42565.1	120
AT3G05500.1	247
AT3G12550.1	639
AT3G12550.2	639
AT3G24040.1	418
AT3G58570.1	647
AT3G62499.1	77
AT3G58790.1	541
AT3G54670.3	1240
AT3G54670.1	1239
AT3G54670.2	454
AT3G61580.1	450
AT3G58100.1	181
AT3G22060.1	253
AT3G10915.5	250
AT3G10915.4	228
AT3G10915.2	227
AT3G10915.6	195
AT3G10915.3	194
AT3G10915.1	163
AT3G62360.1	1228
AT3G60900.1	423
AT3G08660.1	583
AT3G22022.1	68
AT3G29570.1	328
AT3G62980.1	595
AT3G12130.1	249
AT3G17350.1	302
AT3G49100.1	104
AT3G54210.1	212
AT3G28770.1	2082
AT3G17320.1	410
AT3G44240.1	240
AT3G55050.1	385
AT3G55050.2	385
AT3G52620.1	88
AT3G57660.1	1671
AT3G28710.1	352
AT3G61280.1	537
AT3G61280.2	379
AT3G01750.1	665
AT3G10430.1	371
AT3G13530.1	1369
AT3G05870.1	88
AT3G05870.2	88
AT3G44115.1	116
AT3G10460.1	133
AT3G06430.1	487
AT3G26710.1	268
AT3G12530.1	211
AT3G12530.2	192
AT3G22200.2	514
AT3G22200.1	505
AT3G11920.1	631
AT3G15700.1	376
AT3G06330.1	427
AT3G06330.3	364
AT3G06330.2	258
AT3G18670.1	599
AT3G29360.1	481
AT3G29360.2	481
AT3G04770.1	333
AT3G04770.2	281
AT3G59900.1	131
AT3G18070.1	502
AT3G18070.2	425
AT3G24010.1	235
AT3G03776.1	178
AT3G01470.1	273
AT3G14280.1	142
AT3G27300.1	517
AT3G27300.2	517
AT3G27300.3	517
AT3G45577.1	119
AT3G24800.1	411
AT3G26855.1	164
AT3G11890.2	528
AT3G11890.1	501
AT3G22810.1	473
AT3G04130.1	509
AT3G04130.2	509
AT3G59330.1	249
AT3G18960.1	210
AT3G11580.1	268
AT3G11580.2	231
AT3G13300.1	1345
AT3G13300.2	1310
AT3G58630.1	322
AT3G28415.1	1222
AT3G29636.1	200
AT3G12810.1	2056
AT3G19200.1	144
AT3G21200.1	318
AT3G50470.1	214
AT3G27080.1	203
AT3G47730.1	984
AT3G02100.1	465
AT3G44630.3	1241
AT3G44630.1	1215
AT3G44630.2	1215
AT3G16980.1	115
AT3G51940.1	454
AT3G27580.1	579
AT3G27580.2	579
AT3G25585.1	390
AT3G25585.2	390
AT3G25585.4	390
AT3G25585.3	338
AT3G43260.1	270
AT3G09863.1	44
AT3G06270.1	349
AT3G21290.1	1193
AT3G13730.1	492
AT3G28155.1	103
AT3G27415.1	176
AT3G57260.1	340
AT3G12230.1	436
AT3G02065.2	506
AT3G02065.3	506
AT3G02065.1	369
AT3G21770.1	330
AT3G18957.1	51
AT3G17120.1	220
AT3G17120.2	220
AT3G24050.1	275
AT3G05746.1	53
AT3G61180.1	380
AT3G04903.1	88
AT3G28920.1	313
AT3G22590.1	416
AT3G56050.1	500
AT3G56050.2	500
AT3G21420.1	365
AT3G57958.1	67
AT3G14930.1	419
AT3G14930.2	419
AT3G14930.3	342
AT3G14390.1	485
AT3G43960.1	377
AT3G24929.1	178
AT3G24929.2	128
AT3G12250.4	356
AT3G12250.1	331
AT3G12250.2	331
AT3G12250.3	325
AT3G12250.5	304
AT3G25960.1	498
AT3G04040.1	139
AT3G60070.1	459
AT3G53400.1	467
AT3G11750.1	147
AT3G26250.1	491
AT3G61200.1	189
AT3G45110.1	121
AT3G45690.1	517
AT3G59700.1	662
AT3G42473.1	78
AT3G07150.1	200
AT3G06778.1	230
AT3G29740.1	88
AT3G23680.1	236
AT3G50480.1	201
AT3G29791.1	126
AT3G50570.1	190
AT3G26830.1	491
AT3G23930.1	225
AT3G21450.1	271
AT3G52790.1	110
AT3G19950.1	329
AT3G56890.1	220
AT3G53020.1	164
AT3G60328.1	53
AT3G51240.1	359
AT3G51240.2	275
AT3G19250.1	361
AT3G55530.1	274
AT3G51330.1	530
AT3G53830.1	473
AT3G61220.2	304
AT3G61220.1	297
AT3G45470.1	223
AT3G02070.1	220
AT3G04540.1	81
AT3G62510.1	94
AT3G03730.1	394
AT3G09630.1	407
AT3G09630.2	406
AT3G23633.1	158
AT3G23633.2	111
AT3G26770.1	307
AT3G29152.1	105
AT3G23300.1	612
AT3G50830.1	204
AT3G29185.2	412
AT3G29185.1	397
AT3G62640.1	111
AT3G23150.1	774
AT3G59380.1	327
AT3G01180.1	793
AT3G06880.2	1265
AT3G06880.1	1262
AT3G15770.1	163
AT3G15770.2	162
AT3G55700.1	461
AT3G02010.1	826
AT3G43440.1	239
AT3G43440.2	153
AT3G22300.1	242
AT3G55640.1	333
AT3G49670.1	1003
AT3G11900.1	433
AT3G25220.1	154
AT3G28290.1	386
AT3G47350.2	322
AT3G47350.1	309
AT3G54170.1	331
AT3G18060.1	610
AT3G20450.1	138
AT3G53310.1	287
AT3G53060.1	86
AT3G26080.1	235
AT3G17261.1	36
AT3G14980.1	1190
AT3G63520.1	539
AT3G49320.1	355
AT3G04330.1	203
AT3G52860.1	157
AT3G24550.1	653
AT3G26350.1	357
AT3G21490.1	137
AT3G55210.1	281
AT3G48380.3	654
AT3G48380.1	646
AT3G48380.2	641
AT3G31068.1	41
AT3G56120.1	469
AT3G51650.1	843
AT3G22720.1	379
AT3G57370.1	361
AT3G60150.1	171
AT3G54130.1	281
AT3G57240.1	342
AT3G19035.1	35
AT3G03130.1	521
AT3G49740.1	738
AT3G14230.1	380
AT3G14230.2	376
AT3G14230.3	375
AT3G60970.1	1054
AT3G47910.2	1608
AT3G47910.1	1607
AT3G30845.1	106
AT3G12690.1	578
AT3G12690.2	578
AT3G12690.3	578
AT3G47220.1	532
