model	cds-gc
AT1G50650.1	0.490385
AT1G47578.1	0.49642
AT1G26680.1	0.528644
AT1G06490.1	0.479394
AT1G63640.1	0.502024
AT1G63640.2	0.502975
AT1G19970.1	0.432432
AT1G50110.1	0.503752
AT1G10130.1	0.450535
AT1G21540.1	0.509709
AT1G76900.1	0.506236
AT1G76900.2	0.506236
AT1G13590.1	0.525097
AT1G70250.1	0.513152
AT1G05140.1	0.464799
AT1G34850.1	0.521236
AT1G22610.1	0.485575
AT1G20830.1	0.512919
AT1G52565.1	0.509091
AT1G73700.1	0.446704
AT1G76580.1	0.486833
AT1G27213.1	0.567568
AT1G26580.1	0.473257
AT1G11440.1	0.49494
AT1G30630.1	0.524027
AT1G55060.1	0.537791
AT1G75110.1	0.478159
AT1G73110.1	0.496136
AT1G36756.1	0.561039
AT1G18530.1	0.492537
AT1G20370.1	0.486322
AT1G66260.1	0.454134
AT1G66260.2	0.454134
AT1G70600.1	0.488532
AT1G55510.1	0.471537
AT1G77170.1	0.431737
AT1G70660.1	0.463158
AT1G70660.2	0.466063
AT1G05970.2	0.473244
AT1G05970.1	0.469595
AT1G70900.1	0.484932
AT1G48100.1	0.50246
AT1G76300.1	0.445026
AT1G02770.1	0.468288
AT1G07110.1	0.485202
AT1G27000.1	0.462637
AT1G70220.1	0.458209
AT1G23965.1	0.530086
AT1G60890.2	0.477574
AT1G60890.1	0.481128
AT1G28020.1	0.492912
AT1G68730.1	0.498031
AT1G18335.1	0.484472
AT1G51480.1	0.48458
AT1G59359.1	0.443529
AT1G25270.1	0.444026
AT1G26921.1	0.613793
AT1G36020.1	0.514451
AT1G75870.1	0.527383
AT1G09420.2	0.500788
AT1G09420.1	0.499199
AT1G68660.1	0.484211
AT1G68660.2	0.490909
AT1G70630.1	0.477937
AT1G13690.1	0.491493
AT1G33290.1	0.457269
AT1G33290.2	0.450937
AT1G19320.1	0.506089
AT1G34670.1	0.559927
AT1G24190.1	0.507272
AT1G24190.2	0.507545
AT1G79770.1	0.478958
AT1G51020.1	0.504098
AT1G48950.1	0.523596
AT1G07710.1	0.519975
AT1G29790.1	0.486749
AT1G29790.2	0.486749
AT1G17920.1	0.511413
AT1G15760.1	0.506623
AT1G75335.1	0.513986
AT1G22830.1	0.452302
AT1G22830.2	0.452302
AT1G50300.1	0.456014
AT1G32415.1	0.442788
AT1G80920.1	0.492813
AT1G09630.1	0.520801
AT1G12540.1	0.535761
AT1G63290.1	0.459499
AT1G17280.1	0.527504
AT1G17280.2	0.527504
AT1G65160.1	0.474595
AT1G75450.1	0.494438
AT1G75450.2	0.494096
AT1G62290.1	0.446324
AT1G62290.2	0.446324
AT1G76780.1	0.554268
AT1G14000.1	0.510671
AT1G31050.1	0.533846
AT1G80640.1	0.478499
AT1G80640.2	0.474419
AT1G07910.1	0.492447
AT1G07910.2	0.492447
AT1G02750.1	0.482602
AT1G02750.2	0.48124
AT1G61070.1	0.455752
AT1G30135.1	0.590793
AT1G68460.1	0.518241
AT1G19570.1	0.502355
AT1G19570.2	0.504732
AT1G15385.1	0.56682
AT1G48180.1	0.490909
AT1G79150.1	0.532958
AT1G28240.1	0.50201
AT1G75860.1	0.532058
AT1G12855.1	0.517341
AT1G03520.1	0.486184
AT1G03520.2	0.496269
AT1G75900.1	0.491743
AT1G27350.1	0.524752
AT1G67880.1	0.452055
AT1G54310.2	0.488971
AT1G54310.1	0.472033
AT1G36580.1	0.496324
AT1G52870.2	0.47354
AT1G52870.1	0.468341
AT1G54630.1	0.485222
AT1G54630.2	0.498433
AT1G69470.1	0.461722
AT1G32240.1	0.586919
AT1G65010.1	0.52368
AT1G22060.1	0.506422
AT1G76410.1	0.508137
AT1G61750.1	0.527914
AT1G02030.1	0.519399
AT1G76870.1	0.486557
AT1G06010.1	0.521552
AT1G09850.1	0.475936
AT1G62060.1	0.506696
AT1G29480.1	0.591382
AT1G74190.1	0.496371
AT1G02500.1	0.529312
AT1G02500.2	0.529312
AT1G76185.1	0.468354
AT1G14590.1	0.458478
AT1G17580.1	0.500439
AT1G79940.1	0.478388
AT1G79940.2	0.478388
AT1G79940.3	0.478388
AT1G79940.4	0.480899
AT1G64260.1	0.473318
AT1G08900.1	0.447254
AT1G08900.2	0.447254
AT1G08900.3	0.447059
AT1G26916.1	0.626374
AT1G08300.1	0.504472
AT1G36030.1	0.521008
AT1G07020.1	0.507973
AT1G64800.1	0.451895
AT1G43910.1	0.476458
AT1G28100.4	0.497696
AT1G28100.1	0.5
AT1G28100.2	0.5
AT1G28100.3	0.5
AT1G28100.5	0.484227
AT1G02960.2	0.513111
AT1G02960.1	0.515896
AT1G02960.3	0.517828
AT1G14710.1	0.519156
AT1G14710.2	0.519156
AT1G79280.2	0.526407
AT1G79280.3	0.528025
AT1G79280.1	0.527959
AT1G22740.1	0.47117
AT1G19380.1	0.441913
AT1G59680.1	0.483544
AT1G59760.1	0.480081
AT1G78660.1	0.498081
AT1G78660.3	0.498081
AT1G78660.2	0.487969
AT1G55640.1	0.436494
AT1G08720.1	0.500179
AT1G72570.1	0.50362
AT1G06990.1	0.525046
AT1G53680.1	0.468657
AT1G01360.1	0.49195
AT1G25240.1	0.533748
AT1G30860.1	0.510055
AT1G56510.1	0.493541
AT1G15810.1	0.540239
AT1G70400.3	0.476829
AT1G70400.2	0.512
AT1G70400.1	0.470472
AT1G56650.1	0.516173
AT1G52690.1	0.590099
AT1G52690.2	0.590099
AT1G27160.1	0.453177
AT1G66360.1	0.486538
AT1G78750.1	0.471574
AT1G31814.1	0.494707
AT1G11660.1	0.484477
AT1G66900.1	0.453317
AT1G15720.1	0.471747
AT1G62070.1	0.506925
AT1G18100.1	0.537718
AT1G69100.1	0.473157
AT1G14850.1	0.461048
AT1G59700.1	0.49
AT1G06830.1	0.477966
AT1G48380.2	0.532872
AT1G48380.1	0.543744
AT1G70470.1	0.5
AT1G69325.1	0.561453
AT1G21780.1	0.507172
AT1G21780.2	0.507172
AT1G11820.2	0.462443
AT1G11820.1	0.466957
AT1G80700.1	0.564063
AT1G29940.1	0.483296
AT1G09400.1	0.517526
AT1G73325.1	0.498494
AT1G57613.1	0.399361
AT1G24560.1	0.478839
AT1G35670.1	0.480782
AT1G60783.1	0.560127
AT1G10510.1	0.46663
AT1G78510.1	0.459704
AT1G78510.2	0.464968
AT1G59124.1	0.48888
AT1G25230.1	0.485714
AT1G47710.1	0.507259
AT1G78790.1	0.496774
AT1G78790.2	0.488281
AT1G44960.1	0.460948
AT1G29000.1	0.596042
AT1G76250.1	0.499231
AT1G43900.1	0.461746
AT1G15420.1	0.491587
AT1G23750.1	0.501222
AT1G45160.2	0.491716
AT1G45160.1	0.487836
AT1G12550.1	0.438469
AT1G16190.1	0.530853
AT1G63830.1	0.489914
AT1G63830.2	0.489914
AT1G63830.3	0.489914
AT1G76140.1	0.470415
AT1G76140.2	0.470514
AT1G78920.1	0.43178
AT1G78920.2	0.43178
AT1G76120.1	0.490267
AT1G76120.2	0.47561
AT1G26660.2	0.508507
AT1G26660.1	0.539648
AT1G56010.2	0.531959
AT1G56010.1	0.535761
AT1G61700.1	0.488152
AT1G67840.1	0.500819
AT1G67840.2	0.515379
AT1G12150.1	0.550548
AT1G14687.1	0.503984
AT1G47840.1	0.471225
AT1G06923.1	0.503937
AT1G70380.1	0.479185
AT1G52325.1	0.526559
AT1G64660.1	0.503407
AT1G07690.1	0.500935
AT1G47920.1	0.453744
AT1G28307.1	0.466019
AT1G20140.1	0.5154
AT1G23680.1	0.517766
AT1G18450.1	0.476911
AT1G53920.1	0.497832
AT1G15270.1	0.552632
AT1G28580.1	0.473459
AT1G28580.2	0.459459
AT1G14370.1	0.510972
AT1G34190.1	0.465548
AT1G24800.1	0.481881
AT1G17960.1	0.491254
AT1G21281.1	0.503937
AT1G80930.1	0.481838
AT1G04501.1	0.435484
AT1G55930.1	0.458355
AT1G36380.1	0.5
AT1G09645.1	0.455696
AT1G61400.1	0.481874
AT1G60930.1	0.513341
AT1G69230.1	0.512195
AT1G69230.2	0.512195
AT1G50000.1	0.471783
AT1G50000.2	0.466561
AT1G30610.1	0.482095
AT1G30610.2	0.482265
AT1G70040.1	0.487002
AT1G77090.1	0.46144
AT1G03080.1	0.514528
AT1G14390.1	0.503796
AT1G56660.1	0.598465
AT1G56520.2	0.496268
AT1G56520.1	0.484567
AT1G63560.1	0.534194
AT1G17110.2	0.506111
AT1G17110.1	0.506859
AT1G49000.1	0.530043
AT1G48560.2	0.486391
AT1G48560.1	0.485729
AT1G27080.1	0.475087
AT1G14940.1	0.548596
AT1G14940.2	0.549398
AT1G60460.1	0.49086
AT1G60460.3	0.485533
AT1G60460.2	0.483382
AT1G24130.1	0.460177
AT1G19530.1	0.52149
AT1G06460.1	0.525205
AT1G72750.1	0.460854
AT1G07630.1	0.495968
AT1G27880.1	0.49286
AT1G74770.1	0.501457
AT1G26720.1	0.528713
AT1G72190.1	0.488809
AT1G01810.1	0.556485
AT1G66620.1	0.45571
AT1G80010.1	0.507133
AT1G18220.1	0.488722
AT1G30270.1	0.477147
AT1G36390.1	0.51976
AT1G36390.2	0.51976
AT1G54960.1	0.501101
AT1G59740.1	0.511575
AT1G48350.1	0.505906
AT1G70320.1	0.468921
AT1G80330.1	0.526811
AT1G03330.1	0.454874
AT1G61670.1	0.432661
AT1G14440.1	0.569593
AT1G14440.2	0.569593
AT1G65620.1	0.546218
AT1G65620.2	0.546218
AT1G65620.3	0.546218
AT1G65620.4	0.546218
AT1G79610.1	0.451653
AT1G67940.1	0.444727
AT1G41880.1	0.528701
AT1G11620.1	0.459982
AT1G69490.1	0.528678
AT1G78990.1	0.52091
AT1G29100.1	0.541568
AT1G77740.1	0.452655
AT1G63410.1	0.483923
AT1G70782.1	0.466216
AT1G04555.1	0.546256
AT1G52315.1	0.505294
AT1G62000.1	0.5181
AT1G08760.1	0.492864
AT1G70100.3	0.531126
AT1G70100.4	0.524238
AT1G70100.1	0.521086
AT1G70100.2	0.521086
AT1G67230.1	0.518857
AT1G74055.1	0.504651
AT1G29970.2	0.518201
AT1G29970.3	0.449833
AT1G29970.1	0.45339
AT1G16110.1	0.488046
AT1G26710.1	0.533865
AT1G29780.1	0.487141
AT1G61480.1	0.482062
AT1G67320.3	0.487738
AT1G67320.2	0.491176
AT1G67320.1	0.494424
AT1G35220.1	0.489545
AT1G68140.1	0.478
AT1G68140.3	0.478
AT1G68140.2	0.484816
AT1G35420.2	0.461294
AT1G35420.1	0.463362
AT1G27510.1	0.48898
AT1G50700.1	0.483024
AT1G10600.1	0.497751
AT1G10600.3	0.498494
AT1G10600.2	0.475806
AT1G35750.1	0.483565
AT1G65780.1	0.483558
AT1G18660.4	0.487424
AT1G18660.1	0.491758
AT1G18660.2	0.491758
AT1G18660.3	0.491758
AT1G06100.1	0.481564
AT1G65380.1	0.479147
AT1G06420.1	0.500756
AT1G06420.2	0.508446
AT1G05550.3	0.48222
AT1G05550.1	0.495751
AT1G05550.2	0.49247
AT1G11490.1	0.480329
AT1G30080.1	0.52946
AT1G67160.1	0.474036
AT1G31240.1	0.516285
AT1G69010.1	0.549946
AT1G07000.1	0.471866
AT1G19330.3	0.490566
AT1G19330.1	0.489851
AT1G19330.2	0.494475
AT1G30870.1	0.499522
AT1G63390.1	0.487936
AT1G60140.1	0.460674
AT1G64370.1	0.533835
AT1G56710.1	0.519231
AT1G33475.1	0.491481
AT1G05800.1	0.509568
AT1G13140.1	0.495625
AT1G13140.2	0.499343
AT1G80620.1	0.537097
AT1G63350.1	0.473254
AT1G11060.1	0.498565
AT1G03055.1	0.518987
AT1G03055.2	0.516722
AT1G01160.2	0.534307
AT1G01160.1	0.571184
AT1G47340.1	0.453091
AT1G74490.1	0.493724
AT1G64150.1	0.43231
AT1G02816.1	0.485887
AT1G11170.1	0.507622
AT1G11170.2	0.484546
AT1G25440.1	0.467574
AT1G62045.1	0.527638
AT1G78620.2	0.460938
AT1G78620.1	0.461384
AT1G35467.1	0.475472
AT1G14260.1	0.480454
AT1G14260.2	0.480454
AT1G24600.1	0.5
AT1G01190.1	0.453525
AT1G64940.1	0.4742
AT1G69970.1	0.528409
AT1G69970.2	0.575658
AT1G02074.1	0.443662
AT1G31290.1	0.46257
AT1G43145.1	0.520112
AT1G68540.1	0.462019
AT1G68540.2	0.469318
AT1G59920.1	0.484772
AT1G20132.1	0.517001
AT1G40104.1	0.548596
AT1G02360.1	0.514742
AT1G70210.1	0.458128
AT1G67580.1	0.478705
AT1G67580.2	0.478705
AT1G49880.1	0.544658
AT1G16280.1	0.503059
AT1G71370.1	0.51256
AT1G27060.1	0.462803
AT1G62240.1	0.351988
AT1G19940.1	0.488658
AT1G51620.2	0.498988
AT1G51620.1	0.508929
AT1G56340.1	0.521603
AT1G56340.2	0.519685
AT1G62360.1	0.527972
AT1G45229.1	0.522059
AT1G07705.2	0.494565
AT1G07705.1	0.492054
AT1G22290.2	0.521672
AT1G22290.1	0.522184
AT1G50630.1	0.492262
AT1G50630.2	0.49532
AT1G08520.1	0.501317
AT1G30757.1	0.34
AT1G12630.1	0.458188
AT1G30690.1	0.491965
AT1G30690.2	0.491965
AT1G73440.1	0.494737
AT1G20693.1	0.530233
AT1G20693.3	0.531616
AT1G20693.2	0.533019
AT1G30810.1	0.481059
AT1G30810.2	0.481059
AT1G20160.1	0.520607
AT1G20160.2	0.524223
AT1G13380.1	0.476868
AT1G06390.1	0.505332
AT1G06390.2	0.505332
AT1G29200.2	0.498635
AT1G29200.1	0.506406
AT1G29200.3	0.50119
AT1G16260.1	0.508804
AT1G16260.2	0.508804
AT1G70580.1	0.497571
AT1G70580.2	0.497571
AT1G70580.3	0.497571
AT1G70580.4	0.497571
AT1G23900.1	0.493526
AT1G23900.2	0.493526
AT1G25550.1	0.535922
AT1G43760.1	0.463753
AT1G35680.1	0.492401
AT1G21250.1	0.502043
AT1G26799.1	0.501109
AT1G58248.1	0.490775
AT1G61550.1	0.468386
AT1G36745.1	0.454268
AT1G58120.1	0.485692
AT1G51150.1	0.459542
AT1G30880.1	0.53352
AT1G64310.1	0.43289
AT1G51530.2	0.523612
AT1G51530.1	0.52263
AT1G21620.1	0.490239
AT1G16860.1	0.467606
AT1G55390.1	0.493171
AT1G03940.1	0.541637
AT1G69090.1	0.509575
AT1G74550.1	0.495545
AT1G27870.1	0.485086
AT1G63710.1	0.486918
AT1G03103.1	0.506849
AT1G04171.1	0.475
AT1G31250.1	0.545639
AT1G31970.1	0.472965
AT1G04960.2	0.476
AT1G04960.1	0.483667
AT1G04580.1	0.477925
AT1G47420.1	0.453836
AT1G03320.1	0.544073
AT1G68440.1	0.406114
AT1G05085.1	0.524324
AT1G49715.1	0.505792
AT1G22000.1	0.496975
AT1G74960.1	0.458976
AT1G74960.2	0.458976
AT1G74960.3	0.458976
AT1G21050.1	0.482947
AT1G07970.1	0.500241
AT1G32763.1	0.452282
AT1G09510.1	0.487552
AT1G10740.1	0.46789
AT1G10740.3	0.46789
AT1G10740.4	0.46789
AT1G10740.2	0.457237
AT1G77780.1	0.540938
AT1G46840.1	0.493324
AT1G02490.1	0.491071
AT1G66650.1	0.497462
AT1G22020.1	0.465181
AT1G20240.1	0.507075
AT1G73260.1	0.485226
AT1G19040.1	0.496109
AT1G32960.1	0.50365
AT1G77250.1	0.507673
AT1G12360.1	0.518036
AT1G16780.1	0.430027
AT1G25472.1	0.406716
AT1G17455.1	0.491176
AT1G17455.2	0.491176
AT1G62430.1	0.458366
AT1G10290.1	0.50219
AT1G34020.1	0.449651
AT1G48640.1	0.442889
AT1G09340.1	0.498233
AT1G20575.1	0.490489
AT1G32230.1	0.483286
AT1G32230.2	0.482974
AT1G32230.3	0.481265
AT1G21110.1	0.463742
AT1G23810.1	0.474341
AT1G77655.1	0.451049
AT1G56600.1	0.492522
AT1G56085.1	0.483589
AT1G22985.1	0.469474
AT1G78340.1	0.493865
AT1G49190.2	0.573498
AT1G49190.1	0.570801
AT1G28370.1	0.493952
AT1G02440.1	0.489437
AT1G66145.1	0.504983
AT1G01730.1	0.538806
AT1G53180.1	0.516791
AT1G64585.1	0.51875
AT1G26500.1	0.449438
AT1G17410.1	0.48244
AT1G17410.2	0.490698
AT1G71060.1	0.472513
AT1G23205.1	0.539967
AT1G69660.1	0.490593
AT1G13800.1	0.449566
AT1G56670.1	0.497762
AT1G28380.1	0.486369
AT1G32380.1	0.447412
AT1G31750.1	0.532319
AT1G67750.1	0.496727
AT1G15520.1	0.492852
AT1G52390.1	0.440758
AT1G77290.1	0.486181
AT1G77290.2	0.486181
AT1G12440.1	0.533865
AT1G12440.2	0.533865
AT1G44835.2	0.497831
AT1G44835.1	0.498368
AT1G30440.1	0.480682
AT1G17665.1	0.55336
AT1G10150.1	0.431452
AT1G18680.1	0.505396
AT1G02180.1	0.495562
AT1G01180.1	0.480958
AT1G05830.1	0.47952
AT1G05830.2	0.47952
AT1G34140.1	0.496308
AT1G57630.1	0.449416
AT1G01520.1	0.55064
AT1G04625.1	0.518856
AT1G69670.1	0.479034
AT1G11120.1	0.513417
AT1G11120.2	0.530146
AT1G47395.1	0.364865
AT1G53500.1	0.484242
AT1G16810.1	0.534884
AT1G16810.2	0.534884
AT1G78680.1	0.499519
AT1G78680.2	0.497492
AT1G63730.1	0.493094
AT1G16240.1	0.475504
AT1G16240.2	0.475504
AT1G16240.3	0.47654
AT1G14160.1	0.4752
AT1G50530.1	0.45
AT1G73805.1	0.509252
AT1G55370.2	0.468868
AT1G55370.1	0.475054
AT1G44180.1	0.505756
AT1G75300.1	0.512448
AT1G67790.1	0.506952
AT1G08930.1	0.453567
AT1G08930.2	0.453567
AT1G42430.1	0.474922
AT1G42430.2	0.474286
AT1G30110.1	0.487572
AT1G30110.2	0.487572
AT1G09176.1	0.446429
AT1G54820.1	0.544461
AT1G70640.1	0.553846
AT1G71691.2	0.50087
AT1G71691.1	0.517119
AT1G13500.1	0.458478
AT1G36050.1	0.485324
AT1G36050.2	0.486159
AT1G78970.1	0.492287
AT1G78970.2	0.492287
AT1G78600.2	0.512042
AT1G78600.1	0.512849
AT1G80170.1	0.515789
AT1G09610.1	0.527251
AT1G61390.1	0.500201
AT1G61390.2	0.505284
AT1G30350.1	0.490018
AT1G04560.1	0.469424
AT1G30974.1	0.52766
AT1G30974.2	0.502183
AT1G08270.2	0.5
AT1G08270.1	0.494681
AT1G22200.1	0.480969
AT1G22200.2	0.479249
AT1G35333.1	0.517241
AT1G55220.1	0.491837
AT1G29580.1	0.573585
AT1G69190.1	0.471034
AT1G43330.1	0.497159
AT1G04080.3	0.490474
AT1G04080.1	0.493918
AT1G04080.2	0.506307
AT1G55535.1	0.465296
AT1G55535.2	0.463904
AT1G34065.1	0.433688
AT1G69730.1	0.500421
AT1G31460.1	0.528302
AT1G64300.1	0.491857
AT1G64300.2	0.491857
AT1G58060.1	0.494857
AT1G64200.1	0.496474
AT1G53840.1	0.509681
AT1G58470.1	0.456401
AT1G63770.5	0.478433
AT1G63770.3	0.480568
AT1G63770.2	0.484292
AT1G63770.1	0.483648
AT1G63770.4	0.481923
AT1G18180.1	0.450164
AT1G24735.2	0.50287
AT1G24735.1	0.498607
AT1G52191.1	0.514563
AT1G09600.1	0.521028
AT1G53260.1	0.610358
AT1G53260.2	0.593023
AT1G18750.1	0.533047
AT1G18750.2	0.548
AT1G16410.1	0.513648
AT1G16410.2	0.525651
AT1G51590.1	0.474374
AT1G51590.2	0.484627
AT1G72670.1	0.507258
AT1G59960.1	0.489754
AT1G19410.1	0.48043
AT1G71260.1	0.483146
AT1G25097.1	0.510836
AT1G62181.1	0.474227
AT1G21970.1	0.522472
AT1G27470.1	0.462932
AT1G63090.1	0.442775
AT1G16850.1	0.460352
AT1G79120.1	0.458367
AT1G33590.1	0.510847
AT1G18140.1	0.538196
AT1G77480.1	0.494986
AT1G77480.2	0.499227
AT1G63000.1	0.507214
AT1G67350.1	0.465753
AT1G67350.2	0.465753
AT1G03430.1	0.471215
AT1G77160.1	0.448539
AT1G71910.1	0.45648
AT1G31670.1	0.50923
AT1G67250.1	0.489311
AT1G48790.1	0.523371
AT1G68110.1	0.509251
AT1G64510.1	0.510501
AT1G10980.1	0.452781
AT1G18540.1	0.51363
AT1G61667.1	0.454936
AT1G16900.1	0.453747
AT1G48270.1	0.476434
AT1G18420.1	0.485353
AT1G50490.1	0.522305
AT1G28040.1	0.505028
AT1G14170.3	0.481533
AT1G14170.1	0.480882
AT1G14170.2	0.480539
AT1G16720.1	0.484375
AT1G66570.1	0.458192
AT1G66570.3	0.461933
AT1G66570.2	0.460368
AT1G35720.1	0.511064
AT1G48370.1	0.458065
AT1G11690.1	0.456022
AT1G68880.1	0.524272
AT1G68090.1	0.529598
AT1G72180.1	0.491294
AT1G60920.1	0.52014
AT1G72610.1	0.511254
AT1G16440.1	0.52107
AT1G08880.1	0.521226
AT1G15920.1	0.504673
AT1G15920.2	0.504673
AT1G73220.1	0.470588
AT1G21065.1	0.456086
AT1G78020.1	0.543388
AT1G63060.1	0.531674
AT1G07430.1	0.463746
AT1G45100.1	0.478845
AT1G64700.1	0.510708
AT1G72590.1	0.430063
AT1G10910.1	0.50603
AT1G24265.3	0.484743
AT1G24265.1	0.491363
AT1G24265.2	0.491363
AT1G32940.1	0.49569
AT1G43860.1	0.515343
AT1G50240.2	0.49218
AT1G19710.1	0.492683
AT1G29090.1	0.489182
AT1G28050.1	0.429453
AT1G69210.1	0.495071
AT1G69210.2	0.463727
AT1G51420.1	0.48382
AT1G17340.1	0.499363
AT1G46696.1	0.530336
AT1G71015.1	0.524871
AT1G14010.1	0.509464
AT1G48605.1	0.480865
AT1G65540.1	0.481868
AT1G63270.1	0.49635
AT1G21600.1	0.491853
AT1G21600.2	0.491853
AT1G08050.1	0.469027
AT1G71790.1	0.469974
AT1G68980.1	0.454447
AT1G09080.1	0.490361
AT1G09080.2	0.492725
AT1G30380.1	0.469072
AT1G53830.1	0.52473
AT1G22240.1	0.462087
AT1G72870.1	0.501956
AT1G62770.1	0.540984
AT1G20270.1	0.466822
AT1G14920.1	0.453976
AT1G73640.1	0.517934
AT1G22310.2	0.50828
AT1G22310.1	0.51139
AT1G05860.1	0.551313
AT1G07650.2	0.493787
AT1G07650.1	0.495066
AT1G03900.1	0.503686
AT1G02260.1	0.461436
AT1G21350.3	0.490716
AT1G21350.2	0.491828
AT1G21350.1	0.487805
AT1G33910.1	0.501665
AT1G53240.1	0.485798
AT1G20410.1	0.488742
AT1G16120.1	0.509141
AT1G12110.1	0.489819
AT1G26976.1	0.426966
AT1G35350.1	0.489116
AT1G53430.1	0.507448
AT1G53430.2	0.510873
AT1G21700.1	0.505167
AT1G23690.1	0.518972
AT1G23690.2	0.514963
AT1G23690.3	0.528975
AT1G69260.1	0.479187
AT1G78430.1	0.507216
AT1G67460.1	0.472626
AT1G55675.1	0.380074
AT1G26300.1	0.520085
AT1G26300.2	0.522763
AT1G05710.2	0.504892
AT1G05710.1	0.51236
AT1G05710.3	0.51236
AT1G05710.4	0.51236
AT1G05710.5	0.51236
AT1G19900.1	0.510353
AT1G30260.1	0.515571
AT1G10800.1	0.4375
AT1G52030.1	0.467256
AT1G52030.2	0.467256
AT1G22190.1	0.494238
AT1G25520.1	0.412791
AT1G09760.1	0.527517
AT1G56140.1	0.49112
AT1G47300.1	0.498908
AT1G34040.1	0.472608
AT1G08470.1	0.460616
AT1G63810.1	0.477352
AT1G27320.1	0.475531
AT1G08450.1	0.514173
AT1G08450.3	0.507113
AT1G08450.2	0.511733
AT1G30370.1	0.491483
AT1G46408.1	0.473618
AT1G22950.1	0.474348
AT1G76880.1	0.562811
AT1G61820.1	0.516171
AT1G61820.3	0.527901
AT1G22410.1	0.485117
AT1G15960.1	0.479417
AT1G62225.1	0.468384
AT1G74270.1	0.55988
AT1G43610.1	0.499345
AT1G20050.1	0.458771
AT1G72250.2	0.517882
AT1G72250.1	0.51856
AT1G48912.1	0.535211
AT1G33710.1	0.468153
AT1G65730.1	0.485936
AT1G03270.1	0.487625
AT1G24140.1	0.502609
AT1G21880.2	0.500803
AT1G21880.1	0.5
AT1G16010.1	0.447885
AT1G16010.2	0.447885
AT1G16010.3	0.447885
AT1G30460.1	0.507668
AT1G30460.2	0.513369
AT1G10940.2	0.50495
AT1G10940.1	0.5023
AT1G18280.1	0.537175
AT1G06148.2	0.578947
AT1G06148.1	0.587444
AT1G80370.1	0.518465
AT1G07450.1	0.469152
AT1G02420.1	0.417403
AT1G67910.1	0.542435
AT1G67910.2	0.542435
AT1G61370.1	0.489344
AT1G52980.1	0.502317
AT1G47510.1	0.515
AT1G47510.2	0.508015
AT1G66660.2	0.498081
AT1G66660.1	0.473134
AT1G16790.1	0.553488
AT1G66130.1	0.481651
AT1G32460.1	0.558394
AT1G35614.1	0.531157
AT1G36180.1	0.479683
AT1G36180.2	0.451134
AT1G30750.1	0.567823
AT1G64295.1	0.507505
AT1G30500.2	0.547535
AT1G30500.1	0.546763
AT1G75020.1	0.460247
AT1G75020.2	0.460247
AT1G35550.1	0.496774
AT1G31730.1	0.497866
AT1G55480.1	0.505484
AT1G07795.1	0.363636
AT1G11390.1	0.449198
AT1G25450.1	0.525102
AT1G50730.1	0.470184
AT1G26880.1	0.539106
AT1G26880.2	0.520979
AT1G24330.1	0.517958
AT1G25370.1	0.515883
AT1G06850.1	0.560951
AT1G06850.2	0.585561
AT1G77490.1	0.499216
AT1G77570.1	0.47836
AT1G62300.1	0.531684
AT1G69250.1	0.501173
AT1G69250.2	0.482403
AT1G18130.1	0.490872
AT1G14890.1	0.534351
AT1G25570.1	0.458023
AT1G66280.1	0.503185
AT1G07900.1	0.52993
AT1G74710.2	0.463519
AT1G74710.1	0.472141
AT1G14810.1	0.48976
AT1G59218.1	0.485533
AT1G59218.2	0.485533
AT1G33410.1	0.460089
AT1G33410.2	0.459867
AT1G53360.1	0.478092
AT1G63720.1	0.522388
AT1G62480.1	0.53304
AT1G47278.2	0.498155
AT1G47278.1	0.516807
AT1G32450.1	0.482065
AT1G48405.1	0.543307
AT1G72280.1	0.488968
AT1G62250.1	0.480601
AT1G62250.2	0.488756
AT1G70550.1	0.511127
AT1G70550.2	0.511401
AT1G53670.1	0.533113
AT1G53670.2	0.533448
AT1G20870.1	0.509733
AT1G31340.1	0.527897
AT1G67855.1	0.524194
AT1G70180.2	0.5
AT1G70180.1	0.497072
AT1G32300.1	0.478968
AT1G50190.1	0.502965
AT1G54220.1	0.518885
AT1G54220.2	0.518885
AT1G54330.1	0.524972
AT1G63230.1	0.472596
AT1G03130.1	0.578689
AT1G76380.2	0.533947
AT1G76380.1	0.534294
AT1G76380.3	0.534294
AT1G78290.2	0.480039
AT1G78290.3	0.480039
AT1G36640.1	0.538117
AT1G48150.1	0.5212
AT1G14990.2	0.507614
AT1G14990.1	0.513736
AT1G70950.1	0.518156
AT1G78120.1	0.52267
AT1G22080.1	0.515091
AT1G22080.2	0.515091
AT1G70070.1	0.475363
AT1G66410.2	0.492632
AT1G66410.1	0.503371
AT1G21680.1	0.48535
AT1G50720.1	0.491304
AT1G68870.1	0.530752
AT1G76952.1	0.540785
AT1G49760.1	0.483342
AT1G49760.2	0.483342
AT1G65990.1	0.478576
AT1G17360.1	0.535052
AT1G30200.1	0.437004
AT1G30200.2	0.437004
AT1G21710.1	0.488564
AT1G66380.1	0.481928
AT1G63940.2	0.471225
AT1G63940.1	0.472527
AT1G63940.4	0.472299
AT1G63940.3	0.46549
AT1G80270.1	0.49832
AT1G80270.2	0.49832
AT1G80270.3	0.49832
AT1G03457.2	0.529726
AT1G03457.1	0.532296
AT1G73650.3	0.45354
AT1G73650.2	0.439724
AT1G73650.4	0.468702
AT1G73650.1	0.453376
AT1G68040.1	0.513339
AT1G31163.1	0.497373
